Member_Account_No,Date,NĂM,THÁNG,Net Units Sold,Net Sales,Category Group,Brand,Store_No,Channel
PDM0008882,3/18/2026,2026,3,1,1258333,Bra,Guy Laroche,PDM003,Offline
PDM0022313,3/18/2026,2026,3,1,1291667,Bra,Guy Laroche,PDM003,Offline
PDM0022313,3/18/2026,2026,3,1,1258333,Bra,Guy Laroche,PDM003,Offline
,3/18/2026,2026,3,1,879630,Sleepwear,ELLE,PDM003,Offline
,3/18/2026,2026,3,1,1990741,Shapewear,Miraclesuit,PDM003,Offline
,3/18/2026,2026,3,1,1305556,Bra,ELLE,PDM003,Offline
,3/18/2026,2026,3,1,2592593,Sleepwear,Guy Laroche,PDM003,Offline
,3/18/2026,2026,3,1,1157407,Bra,ELLE,PDM003,Offline
PDM0022315,3/18/2026,2026,3,1,1458334,Shapewear,Naomi&Nicole,PDM003,Offline
PDM0022315,3/18/2026,2026,3,1,1375000,Shapewear,Miraclesuit,PDM003,Offline
PDM0022315,3/18/2026,2026,3,1,1208333,Shapewear,Miraclesuit,PDM003,Offline
PDM0022315,3/18/2026,2026,3,1,1208333,Bra,Guy Laroche,PDM003,Offline
PDM0022315,3/18/2026,2026,3,1,1175000,Bra,ELLE,PDM003,Offline
PDM0022315,3/18/2026,2026,3,1,1125000,Bra,ELLE,PDM003,Offline
PDM0022316,3/18/2026,2026,3,1,1125000,Bra,ELLE,PDM003,Offline
PDM0022316,3/18/2026,2026,3,1,1175000,Bra,ELLE,PDM003,Offline
PDM0022316,3/18/2026,2026,3,1,341667,Underwear,ELLE,PDM003,Offline
PDM0022316,3/18/2026,2026,3,1,358333,Underwear,ELLE,PDM003,Offline
PDM0022316,3/18/2026,2026,3,1,1101852,Sleepwear,ELLE,PDM003,Offline
,3/18/2026,2026,3,1,1175000,Bra,ELLE,PDM006,Online
,3/18/2026,2026,3,1,1125000,Bra,ELLE,PDM006,Online
PDM0021333,3/18/2026,2026,3,1,1041666,Bra,ELLE,PDM006,Online
PDM0021333,3/18/2026,2026,3,1,1041667,Bra,ELLE,PDM006,Online
PDM0005938,3/18/2026,2026,3,1,1125000,Bra,ELLE,PDM006,Online
PDM0022309,3/18/2026,2026,3,1,1125000,Bra,ELLE,PDM006,Online
PDM0022309,3/18/2026,2026,3,1,398148,Underwear,ELLE,PDM006,Online
PDM0022310,3/18/2026,2026,3,1,659722,Sleepwear,ELLE,PDM006,Online
PDM0022310,3/18/2026,2026,3,1,1041667,Bra,ELLE,PDM006,Online
PDM0022310,3/18/2026,2026,3,1,398148,Underwear,ELLE,PDM006,Online
PDM0022310,3/18/2026,2026,3,1,379630,Underwear,ELLE,PDM006,Online
PDM0020299,3/18/2026,2026,3,1,1041667,Bra,Guy Laroche,PDM006,Online
PDM0012900,3/18/2026,2026,3,1,1041667,Bra,ELLE,PDM006,Online
PDM0012900,3/18/2026,2026,3,1,358333,Underwear,ELLE,PDM006,Online
,3/18/2026,2026,3,1,1175000,Bra,ELLE,PDM006,Online
,3/18/2026,2026,3,1,1175000,Bra,ELLE,PDM006,Online
PDM0022311,3/18/2026,2026,3,1,1041667,Bra,ELLE,PDM006,Online
PDM0022312,3/18/2026,2026,3,1,1125000,Bra,ELLE,PDM006,Online
PDM0022312,3/18/2026,2026,3,1,1125000,Bra,ELLE,PDM006,Online
PDM0020747,3/18/2026,2026,3,1,1125000,Bra,ELLE,PDM006,Online
,3/18/2026,2026,3,1,1125000,Bra,ELLE,PDM006,Online
,3/18/2026,2026,3,1,398148,Underwear,ELLE,PDM006,Online
PDM0013496,3/18/2026,2026,3,1,1125000,Bra,ELLE,PDM006,Online
PDM0013496,3/18/2026,2026,3,1,1125000,Bra,ELLE,PDM006,Online
,3/18/2026,2026,3,1,1041667,Bra,ELLE,PDM006,Online
PDM0020892,3/18/2026,2026,3,1,1125000,Bra,ELLE,PDM006,Online
PDM0020892,3/18/2026,2026,3,1,1175000,Bra,ELLE,PDM006,Online
PDM0022162,3/18/2026,2026,3,1,1125000,Bra,ELLE,PDM006,Online
PDM0021836,3/18/2026,2026,3,1,1241667,Bra,ELLE,PDM006,Online
PDM0021385,3/18/2026,2026,3,4,4500000,Bra,ELLE,PDM006,Online
PDM0021385,3/18/2026,2026,3,4,4500000,Bra,ELLE,PDM006,Online
PDM0021385,3/18/2026,2026,3,1,1125000,Bra,ELLE,PDM006,Online
PDM0021385,3/18/2026,2026,3,1,1125000,Bra,ELLE,PDM006,Online
,3/18/2026,2026,3,1,1041667,Bra,ELLE,PDM006,Online
PDM0017368,3/18/2026,2026,3,2,2083333,Bra,ELLE,PDM006,Online
,3/18/2026,2026,3,1,1175000,Bra,ELLE,PDM006,Online
PDM0015566,3/18/2026,2026,3,1,1041666,Bra,ELLE,PDM006,Online
PDM0015566,3/18/2026,2026,3,1,1291667,Bra,ELLE,PDM006,Online
,3/18/2026,2026,3,1,1175000,Bra,ELLE,PDM006,Online
,3/18/2026,2026,3,1,398148,Underwear,ELLE,PDM006,Online
,3/18/2026,2026,3,1,1125000,Bra,ELLE,PDM006,Online
,3/18/2026,2026,3,1,398148,Underwear,ELLE,PDM006,Online
,3/18/2026,2026,3,1,398148,Underwear,ELLE,PDM006,Online
PDM0020208,3/18/2026,2026,3,1,398148,Underwear,ELLE,PDM006,Online
PDM0020208,3/18/2026,2026,3,1,398148,Underwear,ELLE,PDM006,Online
,3/18/2026,2026,3,1,1125000,Bra,ELLE,PDM006,Online
,3/18/2026,2026,3,1,1125000,Bra,ELLE,PDM006,Online
,3/18/2026,2026,3,1,1125000,Bra,ELLE,PDM006,Online
,3/18/2026,2026,3,1,398148,Underwear,ELLE,PDM006,Online
,3/18/2026,2026,3,1,398148,Underwear,ELLE,PDM006,Online
,3/18/2026,2026,3,1,398148,Underwear,ELLE,PDM006,Online
,3/18/2026,2026,3,1,1125000,Bra,ELLE,PDM006,Online
,3/18/2026,2026,3,1,1041667,Bra,ELLE,PDM006,Online
,3/18/2026,2026,3,-1,-1728472,Sleepwear,AnneBra,PDM007,Online
,3/18/2026,2026,3,-1,-1213657,Bra,ELLE,PDM007,Online
,3/18/2026,2026,3,1,1148148,Bra,ELLE,PDM007,Online
,3/18/2026,2026,3,1,1311111,Bra,ELLE,PDM007,Online
,3/18/2026,2026,3,1,1375000,Bra,ELLE,PDM007,Online
,3/18/2026,2026,3,1,1436111,Bra,ELLE,PDM007,Online
,3/18/2026,2026,3,1,1436111,Bra,Guy Laroche,PDM007,Online
,3/18/2026,2026,3,1,1436111,Bra,ELLE,PDM007,Online
,3/18/2026,2026,3,1,1375000,Bra,ELLE,PDM007,Online
,3/18/2026,2026,3,1,1273148,Bra,ELLE,PDM007,Online
,3/18/2026,2026,3,1,1273148,Bra,ELLE,PDM007,Online
,3/18/2026,2026,3,1,1375000,Bra,ELLE,PDM007,Online
,3/18/2026,2026,3,-1,-1078704,Bra,ELLE,PDM007,Online
,3/18/2026,2026,3,1,1047899,Bra,ELLE,PDM007,Online
,3/18/2026,2026,3,1,1269231,Bra,ELLE,PDM007,Online
,3/18/2026,2026,3,-1,-1150494,Bra,ELLE,PDM007,Online
,3/18/2026,2026,3,-1,-1230348,Bra,ELLE,PDM007,Online
,3/18/2026,2026,3,-1,-1352510,Bra,ELLE,PDM007,Online
,3/18/2026,2026,3,1,1145363,Bra,ELLE,PDM007,Online
,3/18/2026,2026,3,1,1277117,Bra,ELLE,PDM007,Online
,3/18/2026,2026,3,1,1085983,Bra,ELLE,PDM007,Online
,3/18/2026,2026,3,1,1171296,Bra,ELLE,PDM007,Online
PDM0022314,3/18/2026,2026,3,1,1125001,Bra,ELLE,PDM009,Offline
PDM0022314,3/18/2026,2026,3,1,358333,Underwear,ELLE,PDM009,Offline
PDM0022314,3/18/2026,2026,3,1,358333,Underwear,ELLE,PDM009,Offline
,3/18/2026,2026,3,1,2575000,Others,AnneBra,PDM009,Offline
,3/18/2026,2026,3,1,618056,Sleepwear,ELLE,PDM009,Offline
,3/18/2026,2026,3,1,1041667,Bra,ELLE,PDM009,Offline
,3/18/2026,2026,3,1,1041667,Bra,ELLE,PDM009,Offline
,3/18/2026,2026,3,1,1175000,Bra,ELLE,PDM009,Offline
,3/18/2026,2026,3,1,358333,Underwear,ELLE,PDM009,Offline
,3/18/2026,2026,3,1,358333,Underwear,ELLE,PDM009,Offline
,3/18/2026,2026,3,1,618056,Sleepwear,ELLE,PDM009,Offline
,3/18/2026,2026,3,1,659722,Sleepwear,ELLE,PDM009,Offline
,3/18/2026,2026,3,1,826389,Sleepwear,ELLE,PDM009,Offline
,3/18/2026,2026,3,1,826389,Sleepwear,ELLE,PDM009,Offline
PDM0016775,3/19/2026,2026,3,1,2491667,Sleepwear,Guy Laroche,PDM001,Offline
PDM0009862,3/19/2026,2026,3,3,3125000,Bra,ELLE,PDM001,Offline
PDM0001320,3/19/2026,2026,3,1,1125000,Bra,ELLE,PDM003,Offline
PDM0001320,3/19/2026,2026,3,1,700000,Bra,ELLE,PDM003,Offline
PDM0001320,3/19/2026,2026,3,1,659722,Sleepwear,ELLE,PDM003,Offline
,3/19/2026,2026,3,1,1249999,Bra,ELLE,PDM003,Offline
,3/19/2026,2026,3,1,1250000,Bra,ELLE,PDM003,Offline
,3/19/2026,2026,3,1,1250000,Bra,ELLE,PDM003,Offline
,3/19/2026,2026,3,1,379630,Underwear,ELLE,PDM003,Offline
,3/19/2026,2026,3,1,379630,Underwear,ELLE,PDM003,Offline
,3/19/2026,2026,3,1,1305556,Bra,ELLE,PDM003,Offline
PDM0002439,3/19/2026,2026,3,1,659722,Sleepwear,ELLE,PDM003,Offline
PDM0005520,3/19/2026,2026,3,1,2491668,Sleepwear,Guy Laroche,PDM003,Offline
PDM0005520,3/19/2026,2026,3,1,1375001,Bra,Guy Laroche,PDM003,Offline
PDM0005520,3/19/2026,2026,3,1,1258333,Bra,Guy Laroche,PDM003,Offline
PDM0005520,3/19/2026,2026,3,1,1208333,Bra,Guy Laroche,PDM003,Offline
PDM0005520,3/19/2026,2026,3,1,458333,Underwear,Guy Laroche,PDM003,Offline
PDM0005520,3/19/2026,2026,3,1,400000,Underwear,Guy Laroche,PDM003,Offline
PDM0005520,3/19/2026,2026,3,1,444444,Underwear,Guy Laroche,PDM003,Offline
PDM0005520,3/19/2026,2026,3,1,444444,Underwear,Guy Laroche,PDM003,Offline
PDM0005520,3/19/2026,2026,3,1,659722,Sleepwear,ELLE,PDM003,Offline
PDM0010925,3/19/2026,2026,3,1,659722,Sleepwear,ELLE,PDM009,Offline
PDM0010925,3/19/2026,2026,3,1,659722,Sleepwear,ELLE,PDM009,Offline
PDM0019592,3/19/2026,2026,3,1,1041667,Bra,ELLE,PDM009,Offline
PDM0019592,3/19/2026,2026,3,1,358333,Underwear,ELLE,PDM009,Offline
PDM0022319,3/20/2026,2026,3,1,756944,Sleepwear,ELLE,PDM001,Offline
PDM0012839,3/20/2026,2026,3,3,1200000,Underwear,Guy Laroche,PDM001,Offline
PDM0012839,3/20/2026,2026,3,2,800000,Underwear,Guy Laroche,PDM001,Offline
PDM0022198,3/20/2026,2026,3,1,1250000,Bra,ELLE,PDM001,Offline
PDM0022318,3/20/2026,2026,3,1,1620370,Shapewear,Naomi&Nicole,PDM003,Offline
PDM0022318,3/20/2026,2026,3,1,1225000,Bra,ELLE,PDM003,Offline
PDM0022318,3/20/2026,2026,3,1,1175000,Bra,ELLE,PDM003,Offline
PDM0022321,3/20/2026,2026,3,1,1375000,Bra,Guy Laroche,PDM003,Offline
PDM0022321,3/20/2026,2026,3,1,1258333,Bra,Guy Laroche,PDM003,Offline
,3/20/2026,2026,3,1,1342593,Shapewear,Naomi&Nicole,PDM003,Offline
,3/20/2026,2026,3,1,1305556,Bra,ELLE,PDM003,Offline
,3/20/2026,2026,3,1,1250000,Bra,ELLE,PDM003,Offline
,3/20/2026,2026,3,1,1157407,Bra,ELLE,PDM003,Offline
,3/20/2026,2026,3,1,687500,Sleepwear,ELLE,PDM006,Online
,3/20/2026,2026,3,1,1175000,Bra,ELLE,PDM006,Online
PDM0022320,3/20/2026,2026,3,1,1041667,Bra,ELLE,PDM006,Online
,3/20/2026,2026,3,1,687500,Sleepwear,ELLE,PDM006,Online
,3/20/2026,2026,3,1,826389,Sleepwear,ELLE,PDM006,Online
,3/20/2026,2026,3,1,1175000,Bra,ELLE,PDM006,Online
,3/20/2026,2026,3,1,1041667,Bra,ELLE,PDM006,Online
PDM0020741,3/20/2026,2026,3,2,2083333,Bra,ELLE,PDM006,Online
PDM0020741,3/20/2026,2026,3,1,1041667,Bra,ELLE,PDM006,Online
PDM0010087,3/20/2026,2026,3,1,398148,Underwear,ELLE,PDM006,Online
PDM0010087,3/20/2026,2026,3,1,398148,Underwear,ELLE,PDM006,Online
PDM0010087,3/20/2026,2026,3,1,379630,Underwear,ELLE,PDM006,Online
,3/20/2026,2026,3,2,2250000,Bra,ELLE,PDM006,Online
PDM0019761,3/20/2026,2026,3,1,1041667,Bra,ELLE,PDM006,Online
PDM0019761,3/20/2026,2026,3,1,1125000,Bra,ELLE,PDM006,Online
PDM0019761,3/20/2026,2026,3,1,398148,Underwear,ELLE,PDM006,Online
PDM0019761,3/20/2026,2026,3,1,398148,Underwear,ELLE,PDM006,Online
PDM0022247,3/20/2026,2026,3,1,1225000,Bra,ELLE,PDM006,Online
PDM0022247,3/20/2026,2026,3,1,1175000,Bra,ELLE,PDM006,Online
PDM0020017,3/20/2026,2026,3,1,1125000,Bra,ELLE,PDM006,Online
PDM0020017,3/20/2026,2026,3,1,1125000,Bra,ELLE,PDM006,Online
PDM0022322,3/20/2026,2026,3,1,1041667,Bra,ELLE,PDM006,Online
PDM0022061,3/20/2026,2026,3,1,1041667,Bra,ELLE,PDM006,Online
PDM0022061,3/20/2026,2026,3,1,398148,Underwear,ELLE,PDM006,Online
PDM0019893,3/20/2026,2026,3,3,1134722,Underwear,ELLE,PDM006,Online
PDM0019893,3/20/2026,2026,3,3,1134722,Underwear,ELLE,PDM006,Online
PDM0022236,3/20/2026,2026,3,1,1041667,Bra,ELLE,PDM006,Online
PDM0020370,3/20/2026,2026,3,1,1041667,Bra,ELLE,PDM006,Online
PDM0011898,3/20/2026,2026,3,1,1041667,Bra,ELLE,PDM006,Online
PDM0011898,3/20/2026,2026,3,1,1125000,Bra,ELLE,PDM006,Online
PDM0013675,3/20/2026,2026,3,1,1041667,Bra,ELLE,PDM006,Online
PDM0013675,3/20/2026,2026,3,1,398148,Underwear,ELLE,PDM006,Online
,3/20/2026,2026,3,1,1125000,Bra,ELLE,PDM007,Online
,3/20/2026,2026,3,1,1171296,Bra,ELLE,PDM007,Online
,3/20/2026,2026,3,1,1328704,Bra,ELLE,PDM007,Online
,3/20/2026,2026,3,1,1375000,Bra,ELLE,PDM007,Online
,3/20/2026,2026,3,1,1497222,Bra,ELLE,PDM007,Online
,3/20/2026,2026,3,1,1273148,Bra,ELLE,PDM007,Online
PDM0011820,3/20/2026,2026,3,1,2291666,Sleepwear,Guy Laroche,PDM009,Offline
PDM0011820,3/20/2026,2026,3,1,2291667,Sleepwear,Guy Laroche,PDM009,Offline
PDM0022325,3/21/2026,2026,3,1,358333,Underwear,ELLE,PDM001,Offline
PDM0022325,3/21/2026,2026,3,1,1125000,Bra,ELLE,PDM001,Offline
PDM0022325,3/21/2026,2026,3,1,1041667,Bra,ELLE,PDM001,Offline
PDM0022325,3/21/2026,2026,3,1,1125000,Bra,ELLE,PDM001,Offline
PDM0022327,3/21/2026,2026,3,1,1125001,Bra,ELLE,PDM001,Offline
PDM0022327,3/21/2026,2026,3,1,1125000,Bra,ELLE,PDM001,Offline
PDM0022327,3/21/2026,2026,3,1,358333,Underwear,ELLE,PDM001,Offline
PDM0022327,3/21/2026,2026,3,1,358333,Underwear,ELLE,PDM001,Offline
PDM0022328,3/21/2026,2026,3,1,1250000,Bra,ELLE,PDM001,Offline
,3/21/2026,2026,3,1,1157407,Bra,ELLE,PDM003,Offline
,3/21/2026,2026,3,1,2592593,Sleepwear,Guy Laroche,PDM003,Offline
PDM0022323,3/21/2026,2026,3,1,2333333,Sleepwear,Guy Laroche,PDM003,Offline
PDM0022323,3/21/2026,2026,3,1,2491667,Sleepwear,Guy Laroche,PDM003,Offline
PDM0002263,3/21/2026,2026,3,2,2250000,Bra,ELLE,PDM003,Offline
PDM0016118,3/21/2026,2026,3,1,1041667,Bra,Guy Laroche,PDM003,Offline
PDM0016118,3/21/2026,2026,3,1,1041667,Bra,Guy Laroche,PDM003,Offline
PDM0016118,3/21/2026,2026,3,1,400000,Underwear,Guy Laroche,PDM003,Offline
PDM0016118,3/21/2026,2026,3,1,458333,Underwear,Guy Laroche,PDM003,Offline
,3/21/2026,2026,3,1,1305556,Bra,ELLE,PDM003,Offline
,3/21/2026,2026,3,1,398148,Underwear,ELLE,PDM003,Offline
PDM0022326,3/21/2026,2026,3,1,2546297,Sleepwear,Guy Laroche,PDM009,Offline
PDM0022326,3/21/2026,2026,3,1,659722,Sleepwear,ELLE,PDM009,Offline
PDM0020967,3/21/2026,2026,3,1,1241666,Bra,ELLE,PDM009,Offline
PDM0020967,3/21/2026,2026,3,1,1125000,Bra,ELLE,PDM009,Offline
PDM0020967,3/21/2026,2026,3,1,1041667,Bra,ELLE,PDM009,Offline
PDM0020967,3/21/2026,2026,3,2,2250000,Bra,ELLE,PDM009,Offline
PDM0022330,3/22/2026,2026,3,1,1041666,Bra,Guy Laroche,PDM001,Offline
PDM0022330,3/22/2026,2026,3,1,1041667,Bra,Guy Laroche,PDM001,Offline
PDM0018051,3/22/2026,2026,3,1,1250000,Bra,ELLE,PDM001,Offline
PDM0019569,3/22/2026,2026,3,1,1124999,Bra,ELLE,PDM001,Offline
PDM0019569,3/22/2026,2026,3,1,1125000,Bra,ELLE,PDM001,Offline
PDM0019569,3/22/2026,2026,3,1,1041667,Bra,ELLE,PDM001,Offline
PDM0019569,3/22/2026,2026,3,1,1041667,Bra,ELLE,PDM001,Offline
PDM0017445,3/22/2026,2026,3,1,1225000,Bra,ELLE,PDM001,Offline
PDM0017445,3/22/2026,2026,3,1,358333,Underwear,ELLE,PDM001,Offline
PDM0017445,3/22/2026,2026,3,1,358333,Underwear,ELLE,PDM001,Offline
PDM0017445,3/22/2026,2026,3,1,1041667,Bra,Guy Laroche,PDM001,Offline
PDM0005991,3/22/2026,2026,3,1,1125000,Bra,ELLE,PDM001,Offline
PDM0005991,3/22/2026,2026,3,1,1125000,Bra,ELLE,PDM001,Offline
PDM0005991,3/22/2026,2026,3,1,398148,Underwear,ELLE,PDM001,Offline
PDM0022329,3/22/2026,2026,3,1,1175000,Bra,ELLE,PDM003,Offline
PDM0022329,3/22/2026,2026,3,1,1125000,Bra,ELLE,PDM003,Offline
PDM0022329,3/22/2026,2026,3,1,1125000,Bra,ELLE,PDM003,Offline
PDM0022329,3/22/2026,2026,3,1,358333,Underwear,ELLE,PDM003,Offline
PDM0022329,3/22/2026,2026,3,1,618056,Sleepwear,ELLE,PDM003,Offline
,3/22/2026,2026,3,1,1398148,Bra,Guy Laroche,PDM003,Offline
,3/22/2026,2026,3,1,1250000,Bra,ELLE,PDM003,Offline
PDM0022331,3/22/2026,2026,3,1,1291666,Bra,Guy Laroche,PDM003,Offline
PDM0022331,3/22/2026,2026,3,1,1041667,Bra,Guy Laroche,PDM003,Offline
PDM0010487,3/22/2026,2026,3,1,1175000,Bra,ELLE,PDM003,Offline
PDM0010487,3/22/2026,2026,3,1,1125000,Bra,ELLE,PDM003,Offline
PDM0007122,3/22/2026,2026,3,1,1041667,Bra,ELLE,PDM003,Offline
PDM0007122,3/22/2026,2026,3,1,1041667,Bra,ELLE,PDM003,Offline
PDM0007122,3/22/2026,2026,3,1,358333,Underwear,ELLE,PDM003,Offline
PDM0007122,3/22/2026,2026,3,1,358333,Underwear,ELLE,PDM003,Offline
,3/22/2026,2026,3,1,1157407,Bra,ELLE,PDM003,Offline
PDM0017141,3/22/2026,2026,3,1,358334,Underwear,ELLE,PDM003,Offline
PDM0017141,3/22/2026,2026,3,1,358333,Underwear,ELLE,PDM003,Offline
PDM0017141,3/22/2026,2026,3,1,756944,Sleepwear,ELLE,PDM003,Offline
PDM0022333,3/22/2026,2026,3,1,1041667,Bra,ELLE,PDM003,Offline
PDM0022333,3/22/2026,2026,3,1,875000,Bra,AnneBra,PDM003,Offline
PDM0009522,3/22/2026,2026,3,1,1258334,Bra,Guy Laroche,PDM003,Offline
PDM0009522,3/22/2026,2026,3,1,1258333,Bra,Guy Laroche,PDM003,Offline
PDM0022334,3/22/2026,2026,3,1,1175000,Bra,ELLE,PDM003,Offline
PDM0022334,3/22/2026,2026,3,2,2250000,Bra,ELLE,PDM003,Offline
PDM0022334,3/22/2026,2026,3,1,1125000,Bra,ELLE,PDM003,Offline
PDM0022332,3/22/2026,2026,3,1,1125000,Bra,ELLE,PDM009,Offline
PDM0022332,3/22/2026,2026,3,1,1041667,Bra,ELLE,PDM009,Offline
PDM0022337,3/23/2026,2026,3,1,2491667,Sleepwear,Guy Laroche,PDM001,Offline
PDM0022337,3/23/2026,2026,3,1,400000,Underwear,Guy Laroche,PDM001,Offline
PDM0022335,3/23/2026,2026,3,1,1458334,Shapewear,Naomi&Nicole,PDM003,Offline
PDM0022335,3/23/2026,2026,3,1,1458333,Shapewear,Naomi&Nicole,PDM003,Offline
PDM0022335,3/23/2026,2026,3,1,444444,Underwear,Guy Laroche,PDM003,Offline
PDM0022336,3/23/2026,2026,3,1,1208333,Shapewear,Miraclesuit,PDM003,Offline
PDM0022336,3/23/2026,2026,3,1,1041667,Bra,ELLE,PDM003,Offline
PDM0022336,3/23/2026,2026,3,1,400000,Underwear,Guy Laroche,PDM003,Offline
PDM0022336,3/23/2026,2026,3,1,400000,Underwear,Guy Laroche,PDM003,Offline
,3/23/2026,2026,3,1,1250000,Bra,ELLE,PDM003,Offline
,3/23/2026,2026,3,1,1250000,Bra,ELLE,PDM003,Offline
,3/23/2026,2026,3,1,1250000,Bra,ELLE,PDM003,Offline
,3/23/2026,2026,3,1,379630,Underwear,ELLE,PDM003,Offline
PDM0004272,3/23/2026,2026,3,1,1241666,Bra,ELLE,PDM003,Offline
PDM0004272,3/23/2026,2026,3,1,1241667,Bra,ELLE,PDM003,Offline
PDM0004272,3/23/2026,2026,3,1,1225000,Bra,ELLE,PDM003,Offline
PDM0004272,3/23/2026,2026,3,1,1225000,Bra,ELLE,PDM003,Offline
,3/23/2026,2026,3,1,1157407,Bra,ELLE,PDM003,Offline
,3/23/2026,2026,3,1,756944,Sleepwear,ELLE,PDM006,Online
PDM0022338,3/23/2026,2026,3,1,1041667,Bra,ELLE,PDM006,Online
PDM0022338,3/23/2026,2026,3,1,398148,Underwear,ELLE,PDM006,Online
PDM0016406,3/24/2026,2026,3,1,1041666,Bra,ELLE,PDM001,Offline
PDM0016406,3/24/2026,2026,3,1,1241667,Bra,ELLE,PDM001,Offline
,3/24/2026,2026,3,1,1342593,Shapewear,Miraclesuit,PDM003,Offline
PDM0000992,3/24/2026,2026,3,1,2446364,Sleepwear,Guy Laroche,PDM003,Offline
PDM0000992,3/24/2026,2026,3,1,2291667,Sleepwear,Guy Laroche,PDM003,Offline
PDM0014676,3/24/2026,2026,3,1,1041667,Bra,ELLE,PDM003,Offline
PDM0014676,3/24/2026,2026,3,1,1041667,Bra,ELLE,PDM003,Offline
PDM0014676,3/24/2026,2026,3,1,358333,Underwear,ELLE,PDM003,Offline
PDM0014676,3/24/2026,2026,3,1,358333,Underwear,ELLE,PDM003,Offline
PDM0020844,3/24/2026,2026,3,1,2353241,Sleepwear,Guy Laroche,PDM003,Offline
,3/24/2026,2026,3,1,1250000,Bra,ELLE,PDM003,Offline
,3/24/2026,2026,3,1,1305556,Bra,ELLE,PDM003,Offline
,3/24/2026,2026,3,1,1157408,Bra,ELLE,PDM003,Offline
,3/24/2026,2026,3,1,1157407,Bra,ELLE,PDM003,Offline
,3/24/2026,2026,3,2,796296,Underwear,ELLE,PDM003,Offline
PDM0022061,3/24/2026,2026,3,1,398148,Underwear,ELLE,PDM006,Online
PDM0013675,3/24/2026,2026,3,1,1175000,Bra,ELLE,PDM006,Online
PDM0013675,3/24/2026,2026,3,1,398148,Underwear,ELLE,PDM006,Online
PDM0022340,3/24/2026,2026,3,1,826389,Sleepwear,ELLE,PDM006,Online
,3/24/2026,2026,3,1,1171296,Bra,ELLE,PDM007,Online
,3/24/2026,2026,3,2,977778,Underwear,Guy Laroche,PDM007,Online
,3/24/2026,2026,3,1,488889,Underwear,Guy Laroche,PDM007,Online
,3/24/2026,2026,3,1,1497222,Bra,ELLE,PDM007,Online
,3/24/2026,2026,3,1,1273148,Bra,ELLE,PDM007,Online
,3/24/2026,2026,3,1,1171296,Bra,ELLE,PDM007,Online
,3/24/2026,2026,3,1,1436111,Bra,ELLE,PDM007,Online
,3/24/2026,2026,3,1,1273148,Bra,Guy Laroche,PDM007,Online
,3/24/2026,2026,3,1,1273148,Bra,ELLE,PDM007,Online
,3/24/2026,2026,3,-1,-1047899,Bra,ELLE,PDM007,Online
,3/24/2026,2026,3,-1,-1269231,Bra,ELLE,PDM007,Online
,3/24/2026,2026,3,2,2421296,Bra,ELLE,PDM007,Online
,3/24/2026,2026,3,-1,-1209491,Bra,ELLE,PDM007,Online
,3/24/2026,2026,3,1,1035880,Bra,ELLE,PDM007,Online
,3/24/2026,2026,3,-1,-1129056,Bra,ELLE,PDM007,Online
,3/24/2026,2026,3,-1,-1315481,Bra,ELLE,PDM007,Online
,3/24/2026,2026,3,1,1129056,Bra,ELLE,PDM007,Online
,3/24/2026,2026,3,1,1345833,Bra,ELLE,PDM007,Online
PDM0022143,3/24/2026,2026,3,1,1293056,Bra,ELLE,PDM009,Offline
PDM0014650,3/24/2026,2026,3,1,1458334,Shapewear,Miraclesuit,PDM009,Offline
PDM0014650,3/24/2026,2026,3,1,1458333,Shapewear,Naomi&Nicole,PDM009,Offline
PDM0015850,3/24/2026,2026,3,1,1250000,Bra,ELLE,PDM009,Offline
PDM0016579,3/25/2026,2026,3,1,1041666,Bra,ELLE,PDM001,Offline
PDM0016579,3/25/2026,2026,3,1,1041667,Bra,ELLE,PDM001,Offline
PDM0009275,3/25/2026,2026,3,1,2353240,Sleepwear,Guy Laroche,PDM001,Offline
PDM0009275,3/25/2026,2026,3,1,2353241,Sleepwear,Guy Laroche,PDM001,Offline
PDM0020343,3/25/2026,2026,3,1,687500,Sleepwear,ELLE,PDM001,Offline
PDM0020343,3/25/2026,2026,3,1,659722,Sleepwear,ELLE,PDM001,Offline
,3/25/2026,2026,3,1,1620370,Shapewear,Naomi&Nicole,PDM001,Offline
PDM0022342,3/25/2026,2026,3,1,1041667,Bra,ELLE,PDM003,Offline
PDM0022342,3/25/2026,2026,3,1,1125000,Bra,ELLE,PDM003,Offline
PDM0022139,3/25/2026,2026,3,1,1041666,Bra,ELLE,PDM003,Offline
PDM0022139,3/25/2026,2026,3,1,1041667,Bra,ELLE,PDM003,Offline
PDM0016747,3/25/2026,2026,3,1,1041667,Bra,Guy Laroche,PDM003,Offline
PDM0016503,3/25/2026,2026,3,1,1157407,Bra,ELLE,PDM003,Offline
,3/25/2026,2026,3,1,1171296,Bra,ELLE,PDM007,Online
,3/25/2026,2026,3,1,1148148,Bra,ELLE,PDM007,Online
,3/25/2026,2026,3,1,1145833,Bra,ELLE,PDM007,Online
,3/25/2026,2026,3,2,2421296,Bra,ELLE,PDM007,Online
,3/25/2026,2026,3,1,1076389,Bra,ELLE,PDM007,Online
,3/25/2026,2026,3,1,1250000,Bra,ELLE,PDM007,Online
,3/25/2026,2026,3,1,1372222,Bra,ELLE,PDM007,Online
,3/25/2026,2026,3,1,1076389,Bra,ELLE,PDM007,Online
