Member_Account_No,Date,NĂM,THÁNG,Net Units Sold,Net Sales,Category Group,Brand,Store_No,Channel
PDM0007579,1/1/2024,2024,1,2,2480556,Bra,Guy Laroche,PDM001,Offline
PDM0009103,1/1/2024,2024,1,1,325463,Underwear,ELLE,PDM001,Offline
PDM0009103,1/1/2024,2024,1,1,985185,Bra,ELLE,PDM001,Offline
PDM0009103,1/1/2024,2024,1,1,325463,Underwear,ELLE,PDM001,Offline
PDM0003027,1/1/2024,2024,1,1,395833,Underwear,Guy Laroche,PDM001,Offline
PDM0003027,1/1/2024,2024,1,1,404630,Underwear,Guy Laroche,PDM001,Offline
PDM0003027,1/1/2024,2024,1,1,1099537,Bra,Guy Laroche,PDM001,Offline
PDM0003027,1/1/2024,2024,1,1,1002778,Bra,Guy Laroche,PDM001,Offline
PDM0016392,1/1/2024,2024,1,1,375000,Underwear,Guy Laroche,PDM001,Offline
PDM0016392,1/1/2024,2024,1,1,375000,Underwear,Guy Laroche,PDM001,Offline
PDM0016392,1/1/2024,2024,1,1,375000,Underwear,Guy Laroche,PDM001,Offline
PDM0016392,1/1/2024,2024,1,1,950000,Bra,Guy Laroche,PDM001,Offline
PDM0016392,1/1/2024,2024,1,1,2241667,Sleepwear,Guy Laroche,PDM001,Offline
,1/1/2024,2024,1,1,1194444,Bra,AnneBra,PDM001,Offline
,1/1/2024,2024,1,1,416667,Underwear,AnneBra,PDM001,Offline
PDM0016400,1/1/2024,2024,1,1,1134722,Shapewear,Miraclesuit,PDM001,Offline
PDM0016400,1/1/2024,2024,1,1,1310648,Shapewear,Miraclesuit,PDM001,Offline
,1/1/2024,2024,1,1,1037037,Bra,ELLE,PDM001,Offline
PDM0016406,1/1/2024,2024,1,1,360648,Underwear,ELLE,PDM001,Offline
PDM0016406,1/1/2024,2024,1,1,2366204,Sleepwear,Guy Laroche,PDM001,Offline
PDM0016401,1/1/2024,2024,1,1,1108334,Bra,ELLE,PDM002,Offline
PDM0016401,1/1/2024,2024,1,1,1108333,Bra,ELLE,PDM002,Offline
,1/1/2024,2024,1,1,2675926,Sleepwear,Guy Laroche,PDM002,Offline
PDM0012567,1/1/2024,2024,1,2,2199073,Bra,ELLE,PDM002,Offline
PDM0012567,1/1/2024,2024,1,1,2366204,Sleepwear,Guy Laroche,PDM002,Offline
PDM0012567,1/1/2024,2024,1,1,1055556,Bra,ELLE,PDM002,Offline
PDM0016398,1/1/2024,2024,1,1,1293056,Bra,ELLE,PDM003,Offline
PDM0016398,1/1/2024,2024,1,1,1073148,Bra,ELLE,PDM003,Offline
PDM0016398,1/1/2024,2024,1,1,1073148,Bra,ELLE,PDM003,Offline
PDM0014878,1/1/2024,2024,1,1,343055,Underwear,ELLE,PDM003,Offline
PDM0014878,1/1/2024,2024,1,1,343055,Underwear,ELLE,PDM003,Offline
PDM0014878,1/1/2024,2024,1,1,395833,Underwear,Guy Laroche,PDM003,Offline
PDM0014878,1/1/2024,2024,1,1,343056,Underwear,ELLE,PDM003,Offline
PDM0014878,1/1/2024,2024,1,1,343056,Underwear,ELLE,PDM003,Offline
PDM0014878,1/1/2024,2024,1,1,343056,Underwear,ELLE,PDM003,Offline
PDM0009730,1/1/2024,2024,1,1,362038,Underwear,Guy Laroche,PDM003,Offline
PDM0009730,1/1/2024,2024,1,1,983796,Bra,Guy Laroche,PDM003,Offline
PDM0009730,1/1/2024,2024,1,1,362037,Underwear,Guy Laroche,PDM003,Offline
PDM0009730,1/1/2024,2024,1,1,983796,Bra,Guy Laroche,PDM003,Offline
,1/1/2024,2024,1,1,1805556,Sleepwear,Guy Laroche,PDM003,Offline
PDM0016402,1/1/2024,2024,1,1,1891204,Shapewear,Miraclesuit,PDM003,Offline
PDM0016403,1/1/2024,2024,1,1,1891204,Shapewear,Miraclesuit,PDM003,Offline
PDM0016404,1/1/2024,2024,1,1,1750463,Sleepwear,AnneBra,PDM003,Offline
PDM0016404,1/1/2024,2024,1,1,325463,Underwear,ELLE,PDM003,Offline
PDM0000599,1/1/2024,2024,1,1,1157407,Bra,ELLE,PDM008,Offline
PDM0016399,1/1/2024,2024,1,1,1805556,Sleepwear,Guy Laroche,PDM008,Offline
PDM0016408,1/2/2024,2024,1,1,1381019,Shapewear,Guy Laroche,PDM001,Offline
PDM0016408,1/2/2024,2024,1,1,395833,Underwear,Guy Laroche,PDM001,Offline
PDM0002478,1/2/2024,2024,1,1,1099537,Bra,ELLE,PDM001,Offline
PDM0002478,1/2/2024,2024,1,1,1099537,Bra,ELLE,PDM001,Offline
PDM0016410,1/2/2024,2024,1,1,1134723,Bra,Guy Laroche,PDM001,Offline
PDM0016410,1/2/2024,2024,1,2,2111111,Bra,ELLE,PDM001,Offline
PDM0016410,1/2/2024,2024,1,2,2269444,Bra,Guy Laroche,PDM001,Offline
PDM0016410,1/2/2024,2024,1,1,1134722,Bra,Guy Laroche,PDM001,Offline
PDM0016409,1/2/2024,2024,1,1,2366204,Sleepwear,Guy Laroche,PDM002,Offline
PDM0005943,1/2/2024,2024,1,1,1000000,Bra,ELLE,PDM004,Offline
PDM0005943,1/2/2024,2024,1,1,1075000,Bra,Guy Laroche,PDM004,Offline
PDM0005943,1/2/2024,2024,1,1,1000000,Bra,ELLE,PDM004,Offline
PDM0005943,1/2/2024,2024,1,1,1000000,Bra,ELLE,PDM004,Offline
PDM0008197,1/2/2024,2024,1,1,1129630,Bra,ELLE,PDM004,Offline
PDM0016407,1/2/2024,2024,1,1,431019,Underwear,AnneBra,PDM004,Offline
PDM0016407,1/2/2024,2024,1,1,985185,Bra,ELLE,PDM004,Offline
PDM0016407,1/2/2024,2024,1,1,343056,Underwear,ELLE,PDM004,Offline
PDM0016407,1/2/2024,2024,1,1,1108333,Bra,ELLE,PDM004,Offline
PDM0016407,1/2/2024,2024,1,1,1187500,Bra,AnneBra,PDM004,Offline
PDM0014163,1/2/2024,2024,1,1,1111111,Bra,ELLE,PDM004,Offline
PDM0006355,1/2/2024,2024,1,1,1073148,Bra,ELLE,PDM006,Online
PDM0016411,1/2/2024,2024,1,1,990741,Bra,ELLE,PDM006,Online
PDM0016412,1/2/2024,2024,1,1,1518518,Shapewear,Naomi&Nicole,PDM006,Online
PDM0016413,1/2/2024,2024,1,1,1108334,Bra,ELLE,PDM006,Online
PDM0016413,1/2/2024,2024,1,1,1108333,Bra,ELLE,PDM006,Online
PDM0016411,1/2/2024,2024,1,-1,-990741,Bra,ELLE,PDM006,Online
PDM0016411,1/2/2024,2024,1,1,990741,Bra,ELLE,PDM006,Online
,1/2/2024,2024,1,1,1037037,Bra,ELLE,PDM007,Online
PDM0000795,1/3/2024,2024,1,1,900925,Sleepwear,ELLE,PDM001,Offline
PDM0000795,1/3/2024,2024,1,1,2117130,Sleepwear,Guy Laroche,PDM001,Offline
PDM0000795,1/3/2024,2024,1,1,2117130,Sleepwear,Guy Laroche,PDM001,Offline
PDM0000795,1/3/2024,2024,1,-1,-900925,Sleepwear,ELLE,PDM001,Offline
PDM0000795,1/3/2024,2024,1,-1,-2117130,Sleepwear,Guy Laroche,PDM001,Offline
PDM0000795,1/3/2024,2024,1,-1,-2117130,Sleepwear,Guy Laroche,PDM001,Offline
PDM0000795,1/3/2024,2024,1,1,900925,Sleepwear,ELLE,PDM001,Offline
PDM0000795,1/3/2024,2024,1,1,2117130,Sleepwear,Guy Laroche,PDM001,Offline
PDM0000795,1/3/2024,2024,1,1,2117130,Sleepwear,Guy Laroche,PDM001,Offline
PDM0016414,1/3/2024,2024,1,1,1024690,Bra,Guy Laroche,PDM002,Offline
PDM0016414,1/3/2024,2024,1,1,1024692,Bra,Guy Laroche,PDM002,Offline
PDM0016414,1/3/2024,2024,1,1,1024692,Bra,Guy Laroche,PDM002,Offline
,1/3/2024,2024,1,1,1259259,Shapewear,Naomi&Nicole,PDM003,Offline
,1/3/2024,2024,1,1,1379630,Shapewear,Miraclesuit,PDM003,Offline
,1/3/2024,2024,1,1,416666,Underwear,Guy Laroche,PDM003,Offline
,1/3/2024,2024,1,1,416667,Underwear,Guy Laroche,PDM003,Offline
PDM0016415,1/3/2024,2024,1,1,990740,Bra,ELLE,PDM003,Offline
PDM0016415,1/3/2024,2024,1,1,990741,Bra,ELLE,PDM003,Offline
PDM0010919,1/3/2024,2024,1,1,1515302,Sleepwear,AnneBra,PDM003,Offline
PDM0010919,1/3/2024,2024,1,1,1979794,Sleepwear,Guy Laroche,PDM003,Offline
PDM0010919,1/3/2024,2024,1,1,2017867,Sleepwear,Guy Laroche,PDM003,Offline
PDM0010919,1/3/2024,2024,1,1,0,Bra,ELLE,PDM003,Offline
PDM0016417,1/3/2024,2024,1,1,1304089,Shapewear,Miraclesuit,PDM003,Offline
PDM0016417,1/3/2024,2024,1,1,1094034,Bra,ELLE,PDM003,Offline
PDM0016417,1/3/2024,2024,1,1,1094034,Bra,ELLE,PDM003,Offline
PDM0016417,1/3/2024,2024,1,1,428861,Underwear,ELLE,PDM003,Offline
PDM0016417,1/3/2024,2024,1,1,874352,Underwear,ELLE,PDM003,Offline
PDM0016417,1/3/2024,2024,1,1,0,Bra,ELLE,PDM003,Offline
PDM0015561,1/3/2024,2024,1,1,1175000,Bra,ELLE,PDM006,Online
PDM0015561,1/3/2024,2024,1,1,1225000,Bra,ELLE,PDM006,Online
PDM0012347,1/3/2024,2024,1,1,318934,Underwear,ELLE,PDM006,Online
PDM0012347,1/3/2024,2024,1,1,980140,Bra,ELLE,PDM006,Online
PDM0016416,1/3/2024,2024,1,1,1037037,Bra,ELLE,PDM006,Online
PDM0012682,1/3/2024,2024,1,1,897774,Bra,ELLE,PDM006,Online
PDM0012682,1/3/2024,2024,1,2,1766115,Bra,ELLE,PDM006,Online
,1/3/2024,2024,1,1,933333,Bra,ELLE,PDM007,Online
,1/3/2024,2024,1,1,0,Bra,ELLE,PDM007,Online
,1/3/2024,2024,1,1,388889,Underwear,Guy Laroche,PDM007,Online
,1/3/2024,2024,1,1,923501,Bra,ELLE,PDM007,Online
,1/3/2024,2024,1,1,1012610,Bra,ELLE,PDM007,Online
PDM0004352,1/3/2024,2024,1,1,1173498,Bra,Guy Laroche,PDM008,Offline
PDM0004352,1/3/2024,2024,1,1,1081948,Bra,Guy Laroche,PDM008,Offline
PDM0004352,1/3/2024,2024,1,1,998721,Bra,ELLE,PDM008,Offline
PDM0015242,1/4/2024,2024,1,1,1074074,Sleepwear,ELLE,PDM001,Offline
PDM0015242,1/4/2024,2024,1,1,2222222,Sleepwear,Guy Laroche,PDM001,Offline
PDM0010324,1/4/2024,2024,1,1,740741,Shapewear,ELLE,PDM001,Offline
PDM0010324,1/4/2024,2024,1,1,325000,Underwear,ELLE,PDM001,Offline
PDM0012591,1/4/2024,2024,1,1,1678704,Others,AnneBra,PDM001,Offline
PDM0012005,1/4/2024,2024,1,1,1537347,Sleepwear,AnneBra,PDM002,Offline
PDM0012005,1/4/2024,2024,1,1,2078120,Sleepwear,Guy Laroche,PDM002,Offline
PDM0012005,1/4/2024,2024,1,1,2078120,Sleepwear,Guy Laroche,PDM002,Offline
PDM0012005,1/4/2024,2024,1,1,2047219,Sleepwear,Guy Laroche,PDM002,Offline
PDM0012005,1/4/2024,2024,1,1,2124472,Sleepwear,Guy Laroche,PDM002,Offline
PDM0012005,1/4/2024,2024,1,1,0,Bra,ELLE,PDM002,Offline
PDM0002646,1/4/2024,2024,1,1,318518,Underwear,Guy Laroche,PDM003,Offline
PDM0002646,1/4/2024,2024,1,1,333333,Underwear,Guy Laroche,PDM003,Offline
PDM0002646,1/4/2024,2024,1,1,955556,Bra,AnneBra,PDM003,Offline
PDM0014605,1/4/2024,2024,1,1,940485,Bra,ELLE,PDM003,Offline
PDM0014605,1/4/2024,2024,1,1,1007663,Bra,ELLE,PDM003,Offline
PDM0002640,1/4/2024,2024,1,1,1308559,Bra,ELLE,PDM003,Offline
PDM0002640,1/4/2024,2024,1,1,996997,Bra,ELLE,PDM003,Offline
,1/4/2024,2024,1,1,1037037,Bra,ELLE,PDM003,Offline
,1/4/2024,2024,1,1,1194444,Shapewear,Miraclesuit,PDM003,Offline
PDM0008299,1/4/2024,2024,1,1,1021680,Bra,ELLE,PDM003,Offline
PDM0008299,1/4/2024,2024,1,1,1064250,Bra,Guy Laroche,PDM003,Offline
PDM0008299,1/4/2024,2024,1,1,349074,Underwear,ELLE,PDM003,Offline
PDM0008299,1/4/2024,2024,1,1,1064250,Bra,Guy Laroche,PDM003,Offline
PDM0008299,1/4/2024,2024,1,1,391644,Underwear,Guy Laroche,PDM003,Offline
PDM0008299,1/4/2024,2024,1,1,953569,Bra,ELLE,PDM003,Offline
PDM0008299,1/4/2024,2024,1,1,349074,Underwear,ELLE,PDM003,Offline
PDM0008299,1/4/2024,2024,1,1,0,Bra,ELLE,PDM003,Offline
PDM0008299,1/4/2024,2024,1,1,391644,Underwear,Guy Laroche,PDM003,Offline
PDM0016418,1/4/2024,2024,1,1,1051455,Bra,ELLE,PDM003,Offline
PDM0016418,1/4/2024,2024,1,1,353357,Underwear,ELLE,PDM003,Offline
PDM0016418,1/4/2024,2024,1,1,1085929,Bra,ELLE,PDM003,Offline
PDM0005291,1/4/2024,2024,1,1,180555,Underwear,ELLE,PDM003,Offline
PDM0005291,1/4/2024,2024,1,1,180555,Underwear,ELLE,PDM003,Offline
PDM0005291,1/4/2024,2024,1,1,189814,Underwear,ELLE,PDM003,Offline
PDM0005291,1/4/2024,2024,1,1,180556,Underwear,ELLE,PDM003,Offline
PDM0005291,1/4/2024,2024,1,1,180556,Underwear,ELLE,PDM003,Offline
PDM0005291,1/4/2024,2024,1,1,189815,Underwear,ELLE,PDM003,Offline
PDM0005291,1/4/2024,2024,1,1,189815,Underwear,ELLE,PDM003,Offline
PDM0005291,1/4/2024,2024,1,1,328704,Bra,AnneBra,PDM003,Offline
PDM0005291,1/4/2024,2024,1,1,328704,Bra,AnneBra,PDM003,Offline
PDM0005291,1/4/2024,2024,1,1,725926,Bra,ELLE,PDM003,Offline
PDM0005291,1/4/2024,2024,1,1,725926,Bra,ELLE,PDM003,Offline
PDM0001964,1/4/2024,2024,1,1,846187,Bra,ELLE,PDM003,Offline
PDM0001964,1/4/2024,2024,1,1,951961,Bra,ELLE,PDM003,Offline
PDM0014605,1/4/2024,2024,1,1,1342593,Shapewear,Naomi&Nicole,PDM003,Offline
PDM0016421,1/4/2024,2024,1,1,1435185,Shapewear,Naomi&Nicole,PDM003,Offline
PDM0016423,1/4/2024,2024,1,1,2407407,Shapewear,Guy Laroche,PDM003,Offline
PDM0016423,1/4/2024,2024,1,-1,-2407407,Shapewear,Guy Laroche,PDM003,Offline
PDM0016423,1/4/2024,2024,1,1,2500000,Shapewear,Guy Laroche,PDM003,Offline
PDM0005531,1/4/2024,2024,1,1,2056482,Sleepwear,Guy Laroche,PDM004,Offline
PDM0015231,1/4/2024,2024,1,1,2199074,Sleepwear,Guy Laroche,PDM006,Online
PDM0010629,1/4/2024,2024,1,1,1041230,Bra,ELLE,PDM006,Online
PDM0010629,1/4/2024,2024,1,1,338400,Underwear,ELLE,PDM006,Online
PDM0016419,1/4/2024,2024,1,1,1046873,Bra,ELLE,PDM006,Online
PDM0016419,1/4/2024,2024,1,1,961064,Bra,ELLE,PDM006,Online
PDM0016419,1/4/2024,2024,1,1,334656,Underwear,ELLE,PDM006,Online
PDM0010620,1/4/2024,2024,1,1,1059027,Bra,ELLE,PDM006,Online
PDM0010620,1/4/2024,2024,1,1,338542,Underwear,ELLE,PDM006,Online
PDM0010620,1/4/2024,2024,1,1,1041667,Bra,ELLE,PDM006,Online
PDM0010620,1/4/2024,2024,1,1,338542,Underwear,ELLE,PDM006,Online
PDM0015938,1/4/2024,2024,1,1,1108333,Bra,ELLE,PDM006,Online
PDM0016422,1/4/2024,2024,1,1,1037037,Bra,ELLE,PDM006,Online
PDM0016422,1/4/2024,2024,1,1,342593,Underwear,ELLE,PDM006,Online
,1/4/2024,2024,1,1,1460494,Shapewear,Naomi&Nicole,PDM006,Online
,1/4/2024,2024,1,1,1132099,Bra,Guy Laroche,PDM006,Online
PDM0014793,1/5/2024,2024,1,1,2195881,Sleepwear,Guy Laroche,PDM001,Offline
PDM0014793,1/5/2024,2024,1,1,2244860,Sleepwear,Guy Laroche,PDM001,Offline
PDM0012000,1/5/2024,2024,1,1,1074074,Bra,Guy Laroche,PDM001,Offline
PDM0012000,1/5/2024,2024,1,1,1074074,Bra,Guy Laroche,PDM001,Offline
,1/5/2024,2024,1,1,342593,Underwear,ELLE,PDM001,Offline
PDM0008306,1/5/2024,2024,1,1,1105184,Bra,Guy Laroche,PDM001,Offline
PDM0008306,1/5/2024,2024,1,1,318519,Underwear,Guy Laroche,PDM001,Offline
PDM0008306,1/5/2024,2024,1,1,360556,Underwear,Guy Laroche,PDM001,Offline
,1/5/2024,2024,1,1,1305556,Bra,Guy Laroche,PDM002,Offline
PDM0016428,1/5/2024,2024,1,1,2314815,Sleepwear,Guy Laroche,PDM002,Offline
,1/5/2024,2024,1,1,1037037,Bra,ELLE,PDM003,Offline
,1/5/2024,2024,1,1,361111,Underwear,ELLE,PDM003,Offline
,1/5/2024,2024,1,1,361111,Underwear,ELLE,PDM003,Offline
PDM0002364,1/5/2024,2024,1,1,1992592,Sleepwear,Guy Laroche,PDM003,Offline
PDM0002364,1/5/2024,2024,1,1,1992593,Sleepwear,Guy Laroche,PDM003,Offline
PDM0016424,1/5/2024,2024,1,1,956957,Bra,ELLE,PDM003,Offline
PDM0016424,1/5/2024,2024,1,1,1256006,Bra,ELLE,PDM003,Offline
PDM0016425,1/5/2024,2024,1,1,955555,Bra,AnneBra,PDM003,Offline
PDM0016425,1/5/2024,2024,1,1,362963,Underwear,AnneBra,PDM003,Offline
PDM0016425,1/5/2024,2024,1,1,1065007,Bra,ELLE,PDM003,Offline
PDM0016425,1/5/2024,2024,1,1,346127,Underwear,ELLE,PDM003,Offline
PDM0016425,1/5/2024,2024,1,1,346127,Underwear,ELLE,PDM003,Offline
PDM0016425,1/5/2024,2024,1,1,381628,Underwear,Guy Laroche,PDM003,Offline
PDM0010780,1/5/2024,2024,1,1,319061,Underwear,ELLE,PDM003,Offline
PDM0010780,1/5/2024,2024,1,1,981725,Bra,ELLE,PDM003,Offline
PDM0010780,1/5/2024,2024,1,1,981725,Bra,ELLE,PDM003,Offline
PDM0010780,1/5/2024,2024,1,1,1153527,Bra,Guy Laroche,PDM003,Offline
PDM0010780,1/5/2024,2024,1,1,1202613,Bra,ELLE,PDM003,Offline
PDM0010780,1/5/2024,2024,1,1,335423,Underwear,ELLE,PDM003,Offline
PDM0010780,1/5/2024,2024,1,1,0,Bra,ELLE,PDM003,Offline
PDM0010780,1/5/2024,2024,1,1,1091667,Bra,Guy Laroche,PDM003,Offline
PDM0016426,1/5/2024,2024,1,1,1570370,Sleepwear,AnneBra,PDM003,Offline
PDM0007812,1/5/2024,2024,1,1,1617298,Shapewear,Miraclesuit,PDM003,Offline
PDM0007812,1/5/2024,2024,1,1,1275956,Shapewear,Guy Laroche,PDM003,Offline
PDM0007812,1/5/2024,2024,1,1,1275956,Shapewear,Guy Laroche,PDM003,Offline
PDM0007812,1/5/2024,2024,1,1,1275956,Shapewear,Guy Laroche,PDM003,Offline
PDM0007812,1/5/2024,2024,1,1,926491,Bra,Guy Laroche,PDM003,Offline
PDM0007812,1/5/2024,2024,1,1,926491,Bra,Guy Laroche,PDM003,Offline
PDM0007812,1/5/2024,2024,1,1,0,Bra,ELLE,PDM003,Offline
PDM0006477,1/5/2024,2024,1,1,362720,Underwear,ELLE,PDM003,Offline
PDM0006477,1/5/2024,2024,1,1,1114699,Bra,ELLE,PDM003,Offline
PDM0006477,1/5/2024,2024,1,1,990844,Bra,ELLE,PDM003,Offline
PDM0006477,1/5/2024,2024,1,1,1141240,Shapewear,Miraclesuit,PDM003,Offline
PDM0006477,1/5/2024,2024,1,1,362719,Underwear,ELLE,PDM003,Offline
PDM0000845,1/5/2024,2024,1,1,320275,Underwear,ELLE,PDM003,Offline
PDM0000845,1/5/2024,2024,1,1,985454,Bra,ELLE,PDM003,Offline
PDM0000845,1/5/2024,2024,1,1,320272,Underwear,ELLE,PDM003,Offline
PDM0000845,1/5/2024,2024,1,1,320272,Underwear,ELLE,PDM003,Offline
PDM0000845,1/5/2024,2024,1,1,336696,Underwear,ELLE,PDM003,Offline
PDM0000845,1/5/2024,2024,1,1,320272,Underwear,ELLE,PDM003,Offline
,1/5/2024,2024,1,1,361111,Underwear,ELLE,PDM004,Offline
PDM0016427,1/5/2024,2024,1,1,1037037,Bra,ELLE,PDM006,Online
,1/5/2024,2024,1,1,392255,Underwear,Guy Laroche,PDM006,Online
,1/5/2024,2024,1,1,417838,Underwear,Guy Laroche,PDM006,Online
,1/5/2024,2024,1,1,332565,Underwear,ELLE,PDM006,Online
,1/5/2024,2024,1,1,349619,Underwear,ELLE,PDM006,Online
,1/5/2024,2024,1,1,332565,Underwear,ELLE,PDM006,Online
,1/5/2024,2024,1,1,332565,Underwear,ELLE,PDM006,Online
,1/5/2024,2024,1,1,905555,Bra,ELLE,PDM007,Online
,1/5/2024,2024,1,1,905556,Bra,ELLE,PDM007,Online
,1/5/2024,2024,1,1,0,Bra,ELLE,PDM007,Online
PDM0012199,1/5/2024,2024,1,1,996696,Bra,Guy Laroche,PDM008,Offline
PDM0012199,1/5/2024,2024,1,1,996696,Bra,Guy Laroche,PDM008,Offline
PDM0012199,1/5/2024,2024,1,1,996695,Bra,Guy Laroche,PDM008,Offline
PDM0012199,1/5/2024,2024,1,1,996695,Bra,Guy Laroche,PDM008,Offline
PDM0012199,1/5/2024,2024,1,1,358461,Underwear,ELLE,PDM008,Offline
PDM0012199,1/5/2024,2024,1,1,358461,Underwear,ELLE,PDM008,Offline
PDM0012199,1/5/2024,2024,1,1,0,Bra,ELLE,PDM008,Offline
PDM0009764,1/5/2024,2024,1,1,2398148,Sleepwear,Guy Laroche,PDM008,Offline
PDM0012199,1/5/2024,2024,1,1,359437,Underwear,ELLE,PDM008,Offline
PDM0012199,1/5/2024,2024,1,1,359436,Underwear,ELLE,PDM008,Offline
PDM0012199,1/5/2024,2024,1,1,359436,Underwear,ELLE,PDM008,Offline
PDM0012199,1/5/2024,2024,1,1,1236111,Bra,ELLE,PDM008,Offline
PDM0012199,1/5/2024,2024,1,1,981876,Bra,ELLE,PDM008,Offline
PDM0012199,1/5/2024,2024,1,2,666667,Underwear,Guy Laroche,PDM008,Offline
PDM0010915,1/5/2024,2024,1,1,333334,Underwear,Guy Laroche,PDM008,Offline
PDM0010915,1/5/2024,2024,1,1,333333,Underwear,Guy Laroche,PDM008,Offline
PDM0010915,1/5/2024,2024,1,1,897222,Bra,ELLE,PDM008,Offline
PDM0012691,1/6/2024,2024,1,1,361111,Underwear,ELLE,PDM001,Offline
PDM0012691,1/6/2024,2024,1,1,361111,Underwear,ELLE,PDM001,Offline
PDM0002487,1/6/2024,2024,1,1,184258,Underwear,ELLE,PDM001,Offline
PDM0002487,1/6/2024,2024,1,2,368519,Underwear,ELLE,PDM001,Offline
PDM0002487,1/6/2024,2024,1,1,342593,Underwear,ELLE,PDM001,Offline
PDM0002487,1/6/2024,2024,1,1,342593,Underwear,ELLE,PDM001,Offline
PDM0001740,1/6/2024,2024,1,1,941674,Bra,ELLE,PDM001,Offline
PDM0001740,1/6/2024,2024,1,1,941674,Bra,ELLE,PDM001,Offline
PDM0001740,1/6/2024,2024,1,1,1106467,Bra,ELLE,PDM001,Offline
PDM0016435,1/6/2024,2024,1,1,2362963,Others,AnneBra,PDM001,Offline
PDM0016430,1/6/2024,2024,1,1,965338,Bra,Guy Laroche,PDM002,Offline
PDM0016430,1/6/2024,2024,1,1,1016144,Bra,ELLE,PDM002,Offline
PDM0014611,1/6/2024,2024,1,1,2130199,Sleepwear,Guy Laroche,PDM002,Offline
PDM0014611,1/6/2024,2024,1,1,791104,Underwear,ELLE,PDM002,Offline
PDM0014611,1/6/2024,2024,1,1,308839,Underwear,ELLE,PDM002,Offline
PDM0014611,1/6/2024,2024,1,1,308839,Underwear,ELLE,PDM002,Offline
,1/6/2024,2024,1,1,1111111,Bra,ELLE,PDM002,Offline
PDM0016429,1/6/2024,2024,1,1,986715,Bra,Guy Laroche,PDM003,Offline
PDM0016429,1/6/2024,2024,1,1,1021336,Bra,Guy Laroche,PDM003,Offline
PDM0016429,1/6/2024,2024,1,1,986715,Bra,Guy Laroche,PDM003,Offline
PDM0016429,1/6/2024,2024,1,1,986715,Bra,Guy Laroche,PDM003,Offline
PDM0016431,1/6/2024,2024,1,1,2422062,Sleepwear,Guy Laroche,PDM003,Offline
PDM0016431,1/6/2024,2024,1,1,2422062,Sleepwear,Guy Laroche,PDM003,Offline
PDM0016431,1/6/2024,2024,1,1,2476086,Sleepwear,Guy Laroche,PDM003,Offline
PDM0016431,1/6/2024,2024,1,1,2476086,Sleepwear,Guy Laroche,PDM003,Offline
PDM0016431,1/6/2024,2024,1,1,0,Bra,ELLE,PDM003,Offline
PDM0016431,1/6/2024,2024,1,1,764815,Bra,ELLE,PDM003,Offline
PDM0016429,1/6/2024,2024,1,-1,-986715,Bra,Guy Laroche,PDM003,Offline
PDM0016429,1/6/2024,2024,1,-1,-1021336,Bra,Guy Laroche,PDM003,Offline
PDM0016429,1/6/2024,2024,1,-1,-986715,Bra,Guy Laroche,PDM003,Offline
PDM0016429,1/6/2024,2024,1,-1,-986715,Bra,Guy Laroche,PDM003,Offline
PDM0002192,1/6/2024,2024,1,1,1114803,Bra,ELLE,PDM003,Offline
PDM0002192,1/6/2024,2024,1,1,1114806,Bra,ELLE,PDM003,Offline
PDM0002192,1/6/2024,2024,1,1,0,Bra,ELLE,PDM003,Offline
PDM0002192,1/6/2024,2024,1,1,1343249,Bra,ELLE,PDM003,Offline
PDM0002192,1/6/2024,2024,1,1,1343249,Bra,ELLE,PDM003,Offline
PDM0002192,1/6/2024,2024,1,1,1023428,Bra,ELLE,PDM003,Offline
PDM0002192,1/6/2024,2024,1,1,1023428,Bra,ELLE,PDM003,Offline
PDM0016432,1/6/2024,2024,1,1,990740,Bra,ELLE,PDM003,Offline
PDM0016432,1/6/2024,2024,1,1,990741,Bra,ELLE,PDM003,Offline
PDM0016433,1/6/2024,2024,1,1,2252772,Sleepwear,Guy Laroche,PDM003,Offline
PDM0016433,1/6/2024,2024,1,1,184259,Underwear,ELLE,PDM003,Offline
PDM0016433,1/6/2024,2024,1,2,368519,Underwear,ELLE,PDM003,Offline
PDM0016433,1/6/2024,2024,1,1,376857,Underwear,Guy Laroche,PDM003,Offline
PDM0012655,1/6/2024,2024,1,1,2377238,Sleepwear,Guy Laroche,PDM003,Offline
PDM0012655,1/6/2024,2024,1,1,2459529,Sleepwear,Guy Laroche,PDM003,Offline
PDM0012655,1/6/2024,2024,1,1,2459529,Sleepwear,Guy Laroche,PDM003,Offline
PDM0012655,1/6/2024,2024,1,1,0,Bra,ELLE,PDM003,Offline
PDM0015866,1/6/2024,2024,1,1,2314815,Sleepwear,Guy Laroche,PDM003,Offline
PDM0015866,1/6/2024,2024,1,1,184259,Underwear,ELLE,PDM003,Offline
PDM0007574,1/6/2024,2024,1,1,355770,Underwear,ELLE,PDM003,Offline
PDM0007574,1/6/2024,2024,1,1,355769,Underwear,ELLE,PDM003,Offline
PDM0007574,1/6/2024,2024,1,1,1094675,Bra,ELLE,PDM003,Offline
PDM0007574,1/6/2024,2024,1,1,1021696,Bra,ELLE,PDM003,Offline
PDM0007574,1/6/2024,2024,1,1,1021696,Bra,ELLE,PDM003,Offline
PDM0007574,1/6/2024,2024,1,1,0,Bra,ELLE,PDM003,Offline
PDM0007574,1/6/2024,2024,1,1,410503,Underwear,Guy Laroche,PDM003,Offline
